Gene,A11,A12,A13,A21,A22,A24,B11,B12,B22,B23
Gm9776,341,362,268,278,596,248,201,244,368,255
Ap3b1,12184,12822,8908,7534,11842,8049,9745,8830,10256,8572
Tbca,3436,4061,3179,3126,6226,2859,3924,3749,4104,3721
Otp,0,0,0,0,0,0,0,0,0,0
Wdr41,3501,3713,2713,2574,4195,2607,2717,3295,3707,2963
Pde8b,1545,2271,1860,1112,1953,1209,1887,1829,1984,1621
Zbed3,2051,1895,1528,1399,2730,1556,1810,1896,2086,1653
Snora47,17,1,1,2,0,13,6,8,0,2
Aggf1,5864,5751,4694,4216,6731,4533,5122,5465,5713,4811
Crhbp,6,0,0,1,0,2,2,13,0,0
S100z,34,18,17,18,0,5,12,7,44,8
F2rl1,13854,14752,10018,9955,15643,9895,9587,10593,11590,9525
F2r,3048,2982,2434,3050,5172,2937,1419,3108,4678,4433
Iqgap2,53384,42095,27493,21978,26184,26183,27779,27145,27739,20523
F2rl2,19,34,14,12,86,28,24,16,26,40
Sv2c,94,82,40,50,82,104,105,103,110,58
Gm29543,6,4,0,4,0,6,0,0,0,2
Poc5,1371,1435,772,846,1133,914,957,1060,1286,858
Ankdd1b,671,600,362,316,590,396,351,536,521,455
Polk,1387,1671,1275,1336,1900,1491,1432,1453,1727,1460
Cert1,8321,8781,6045,5391,8713,6332,6997,7361,8093,6726
Hmgcr,33698,31021,17223,15547,17368,17845,18579,18646,20211,16357
Ankrd31,0,0,0,0,0,0,0,10,0,0
Gcnt4,1616,1874,923,1376,2490,1373,1444,917,1360,863
1700029F12Rik,0,0,0,0,0,0,0,0,0,0
Fam169a,37,71,16,38,124,59,29,30,72,86
Nsa2,7334,8436,5722,5849,9738,5841,6469,7202,8460,7364
Gfm2,5453,5637,4256,3231,4892,3609,4506,4965,5229,4535
Hexb,3591,4525,2787,2604,4803,2325,2931,5203,5249,4522
Enc1,2717,2521,1908,1752,2710,1902,2062,2445,3137,2087
Lncenc1,42,44,2,18,28,8,4,6,0,11
Gm5086,10,30,4,13,0,8,8,14,0,18
5330416C01Rik,0,0,0,2,0,2,0,0,0,0
Rps18-ps4,57,46,42,27,197,42,71,74,71,90
Arhgef28,5458,5775,4234,3513,4710,4202,4691,4382,5243,3443
Utp15,2561,2596,1957,2331,3254,2752,2173,2333,2677,1976
Ankra2,2239,2705,1783,1715,2485,1642,2063,2251,2744,2309
Btf3,23196,27785,19872,18823,36573,19021,23061,24427,26980,21534
Gm9828,50,77,36,79,152,51,53,80,110,62
Foxd1,12,8,6,2,0,10,16,20,24,10
2310005E17Rik,0,0,0,0,0,0,0,0,0,0
Tmem174,96,186,100,428,208,274,66,200,168,150
Tmem171,6492,9431,7504,6712,11756,6371,8653,7728,9818,7266
Fcho2,8425,9187,6319,6011,10335,6527,6994,7231,9091,7508
Tnpo1,7538,6909,4301,4443,6627,5690,5708,5606,7135,4219
H2bl1,2,0,0,6,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0,0,0
Gm807,4,10,2,16,28,8,14,4,0,6
Zfp366,103,100,54,150,41,129,79,109,335,141
Ptcd2,4177,4744,3430,2753,4021,2963,3563,4073,4431,3448
Mrps27,3005,3147,1976,1905,3265,2087,2484,2505,2543,2129
6430562O15Rik,19,44,30,27,105,19,22,27,50,20
Map1b,669,908,698,712,1292,704,553,816,2876,2001
Gm26559,14,2,0,27,36,4,4,2,0,8
Cartpt,0,14,6,2,22,2,30,8,32,50
Mccc2,2097,2126,1810,1343,2230,1486,2003,2189,2413,1724
Bdp1,2699,3124,2055,2144,3398,2514,2970,2854,4171,2730
Serf1,308,432,294,326,532,445,424,534,690,480
Smn1,1680,1849,1254,1533,2059,1712,1468,1555,1764,1384
Naip2,12969,11475,6875,6276,9334,7048,7323,7877,6683,6457
Naip5,13458,12917,9341,7681,11391,8547,11198,12627,12460,9903
Naip6,4217,4508,3366,2867,4818,3287,4218,4378,3790,3262
Naip7,3,10,5,2,0,16,6,0,22,0
Naip1,26322,24063,15106,14805,19854,16942,15521,17914,19499,15439
Gtf2h2,1818,1851,1331,1313,2104,1379,1511,1602,1515,1517
Ocln,9349,11398,8214,6863,13843,7160,8076,7785,8649,6887
Marveld2,4497,5008,3922,3086,5265,3267,3962,4479,4501,3486
Rad17,1497,1833,1476,1326,1998,1590,1536,1712,1948,1602
Taf9,3350,3429,2336,2645,4995,2702,2645,2770,2984,2370
Ak6,789,925,719,727,926,609,782,782,1033,715
Ccdc125,1189,1266,800,710,1231,888,971,988,1164,917
Cdk7,2562,2884,2163,1960,3880,2073,2555,2645,2530,2410
Mrps36,1751,2167,1519,1277,1739,1227,1725,1622,1722,1547
Cenph,650,700,340,515,419,487,617,493,522,399
Ccnb1,5943,5791,3079,3743,6506,4755,4020,3585,3878,2707
Slc30a5,6925,7766,5151,5329,8082,5792,5904,6013,6300,6142
5930438M14Rik,0,0,2,2,0,0,4,1,0,6
4933416M06Rik,0,0,0,0,0,0,0,0,0,0
4922502H24Rik,0,0,0,0,0,5,0,0,0,0
LOC105245613,0,0,0,0,0,0,0,0,0,0
Gm41043,0,0,0,0,0,0,0,0,0,0
Pik3r1,11741,12842,7859,7992,12201,9371,10089,10528,12098,9124
Cd180,202,359,208,313,343,203,144,410,641,529
Mast4,2967,3040,2013,1985,2216,2416,2108,2389,3362,2659
1700099I09Rik,2,10,5,0,0,7,16,10,0,2
Gm30551,14,0,0,20,0,0,6,2,6,0
Srek1,5114,6386,4408,4750,7322,4812,5381,5482,7334,5318
Erbin,34308,37905,23595,23931,38846,27923,26457,26362,31165,23829
Nln,4078,4735,3469,3381,5865,3710,3579,3743,3718,2939
Sgtb,253,259,234,161,122,219,218,273,356,255
Trappc13,3622,4046,2905,2391,3665,2585,3218,3373,3604,3041
Shld3,328,453,260,246,305,202,259,257,287,224
Trim23,1191,1312,1053,989,1991,1018,1039,1170,1435,1201
Ppwd1,1002,1254,980,920,1708,920,1109,1091,1588,1093
Cenpk,451,619,276,293,652,425,454,418,502,380
Adamts6,461,320,158,330,506,282,136,238,522,395
Cwc27,1291,1351,1016,967,1453,1056,1109,1086,1324,1172
Srek1ip1,1948,2315,1713,1513,2971,1449,1973,1946,2393,1793
Shisal2b,0,0,0,2,0,8,0,0,0,0
Rgs7bp,58,106,105,119,262,150,74,180,234,287
Nt5el,0,0,0,4,0,0,0,0,0,0
Rnf180,392,537,260,486,828,517,287,459,734,411
Htr1a,0,0,0,6,0,4,0,0,0,0
Ipo11-lrrc70,0,0,0,0,0,0,0,0,0,0
Ipo11,1524,1628,927,1062,1382,1227,1012,981,1093,809
Lrrc70,31,49,29,52,108,42,41,35,46,13
Dimt1,734,770,532,591,1110,594,549,755,869,718
Kif2a,4734,5443,3727,3600,5976,4095,4302,4360,5845,3778
3830408C21Rik,67,63,59,26,154,49,66,60,58,47
Apoo-ps,55,96,87,43,150,86,59,46,117,62
AI197445,4,4,12,3,8,2,6,19,0,17
1700006H21Rik,1,0,0,0,0,0,0,0,0,0
Zswim6,2233,2592,1820,1710,2338,1816,2001,2009,2193,2152
Smim15,9560,10863,7691,6871,12801,7315,7498,8524,10013,8131
Ndufaf2,958,1047,893,682,1247,986,1053,1022,1688,854
Ercc8,692,770,483,562,1140,541,641,652,755,625
Elovl7,12517,11871,8076,5927,9626,6785,8677,9920,10368,8437
Depdc1b,625,623,348,416,708,464,478,470,476,310
Pde4d,2429,2538,1879,1888,3180,1855,1795,2342,2916,2318
Mir582,0,0,0,0,0,0,0,0,0,0
Mir1904,0,0,1,0,0,0,0,0,0,0
Rab3c,202,230,276,116,134,144,298,218,630,386
Gapt,32,56,30,30,0,50,42,63,184,131
Plk2,2747,3375,2101,3393,4825,3088,1848,2391,3951,2621
Gm33045,0,0,1,0,0,0,0,0,0,0
4930526H09Rik,0,0,0,0,0,0,0,0,0,0
Gm38397,0,4,0,0,0,0,0,0,0,0
3110015C05Rik,5,6,4,2,0,0,4,0,0,4
Actbl2,0,0,8,0,0,0,0,0,0,6
Gpbp1,7100,8045,5717,5805,8990,5608,6851,7180,8142,6785
Gm15290,0,0,0,0,0,0,0,0,0,0
Mier3,4248,6325,3549,4317,6750,4471,4143,3665,4293,3996
Map3k1,4473,4980,3178,3122,3760,3603,3608,3992,4332,3753
Gm15326,2,18,1,22,78,5,3,21,32,15
Gm41062,3,11,2,15,62,2,13,4,0,16
Ankrd55,0,29,4,16,0,18,10,6,0,18
Il6st,6429,7057,4558,7337,8922,7270,4681,7777,17282,12487
Il31ra,13,0,4,6,0,0,2,4,38,26
Ddx4,26,0,14,2,0,0,8,4,2,16
Slc38a9,1233,1634,1158,1142,1915,1249,1373,1301,1647,1368
Plpp1,2390,2496,2420,1819,2930,1627,2198,2844,4375,3058
Mtrex,5592,5703,3696,3861,5094,4231,4161,4023,4933,3619
Dhx29,2276,2346,1511,1477,1433,1894,1880,2112,2638,1813
Ccno,31,16,28,64,24,42,28,36,22,20
Mcidas,0,0,0,4,0,0,0,0,0,0
Cdc20b,0,0,0,0,0,0,0,0,0,0
Mir449c,0,0,0,0,0,0,0,0,0,0
Mir449b,0,0,0,0,0,0,0,0,0,0
Mir449a,0,0,0,0,0,0,0,0,0,0
Gpx8,279,415,373,478,478,377,330,539,1010,901
Gzma,28,52,36,47,34,31,58,88,20,136
1700084D21Rik,0,0,0,0,0,0,0,0,0,0
Gzmk,0,4,0,0,0,0,4,8,0,12
Esm1,172,328,329,362,270,214,202,358,698,430
Cspg4b,33,98,50,76,16,36,48,72,126,71
4921509O07Rik,0,0,0,0,0,0,0,0,36,0
Snx18,2110,2626,1862,2751,3376,2680,2038,2550,3770,2830
Hspb3,0,0,0,0,0,0,0,0,0,2
Arl15,1073,948,724,737,1304,748,893,920,1054,1123
A430090L17Rik,12,1,2,4,0,0,2,2,57,1
Ndufs4,4959,5166,4109,3661,5259,3475,4914,5221,5668,4389
Fst,125,323,194,184,279,202,162,86,494,250
4930467J12Rik,0,0,0,0,0,0,0,0,0,0
4930544M13Rik,0,0,0,0,0,0,0,0,0,0
Mocs2,2887,3948,2790,2637,4173,3180,2929,3105,3803,3182
Itga2,12407,10130,6512,7012,9056,8901,9256,7603,8027,6463
Itga1,1353,1339,988,1525,1314,1224,1060,1415,3445,2388
Pelo,1573,1864,1645,1597,2525,1534,1881,2094,2847,1955
Isl1,225,274,158,173,366,184,180,256,406,316
4930435F18Rik,0,0,0,0,0,0,0,0,0,0
Parp8,477,697,324,727,919,398,282,604,1462,1100
Gm6416,0,0,0,0,0,0,0,0,0,0
Emb,619,663,406,1151,733,885,303,564,1622,1091
Hcn1,0,0,0,0,0,0,4,6,0,14
4933413L06Rik,0,0,0,0,0,0,0,0,0,0
Mrps30,2865,3140,2222,2094,2969,2168,2759,2740,3186,2344
1700003P14Rik,2,0,0,1,0,6,0,2,0,0
Gm10732,44,103,55,71,83,77,73,74,91,47
Fgf10,417,584,280,920,700,820,256,597,1471,1061
Nnt,1836,1911,1404,1298,1950,1194,1663,1748,2473,1847
Paip1,3444,4314,3547,3220,4572,3018,3648,3763,4905,3990
4833420G17Rik,4028,4950,3390,3274,6257,3601,3705,4449,5436,4403
3110070M22Rik,39,50,55,36,116,33,45,45,116,61
Tmem267,582,607,489,539,1151,563,668,658,1362,634
Ccl28,14682,13562,7606,7612,12152,7520,8339,11543,11782,9102
1700074H08Rik,3,0,0,0,0,0,0,0,0,0
Hmgcs1,51078,47410,25628,23098,28234,25690,32989,29545,35601,26148
Nim1k,58,62,50,89,84,64,38,18,76,77
Gm41077,300,353,204,208,384,251,392,261,244,274
Zfp131,2506,2924,2291,2184,3839,2155,2407,2463,3021,2334
AF067063,0,0,0,0,0,0,0,0,0,0
Tcstv1,0,0,0,0,0,0,0,0,0,0
Gm21761,0,0,0,0,0,0,6,0,0,0
B020031M17Rik,0,0,0,0,0,0,0,0,2,0
Gm36161,65,124,72,133,132,111,40,100,239,161
Gm21188,114,73,46,79,158,53,56,45,162,129
Gm20767,0,0,0,4,0,0,0,0,0,0
Gm21818,0,0,0,0,0,2,0,0,0,0
AF067061,0,2,0,0,0,2,0,0,0,0
BC147527,46,62,34,24,30,15,22,46,0,56
Tcstv3,0,0,0,0,0,0,0,0,0,2
Ube2e2,550,690,402,656,1254,622,475,500,652,607
Ube2e1,1535,1595,1156,1112,2055,1255,1194,1238,1582,1181
Nkiras1,962,1092,860,770,1518,854,960,948,1331,1075
Rpl15,27080,30339,22782,21433,38301,21423,25739,28987,29617,25421
Nr1d2,3831,5201,3060,4232,5468,4565,3888,4540,5755,5072
Thrb,2454,2524,1521,1253,2034,1506,2091,1810,2395,1540
Pou5f1-rs6,0,0,0,0,0,0,0,0,0,0
Rarb,143,130,117,97,294,71,102,201,254,359
Top2b,12023,12222,8070,8173,9967,9308,10015,10380,12158,9663
Ngly1,6502,6864,5250,4404,7974,4895,4623,4915,5724,4495
Oxsm,4357,4421,2997,2583,4031,2658,3182,3126,2812,2593
B230110C06Rik,0,2,0,0,0,0,8,6,0,0
Lrrc3b,48,56,24,36,56,41,36,60,82,82
Nek10,14,20,10,4,0,2,2,2,0,2
Slc4a7,15957,14533,9217,8198,13069,10132,10939,12395,13073,9965
Il3ra,690,793,524,765,1171,577,465,883,1036,1185
Olfr31,0,0,0,0,0,0,0,0,0,0
Olfr720,0,0,0,0,0,0,0,0,0,0
Psmd6,6607,6611,4857,4469,8142,4957,5325,5499,6426,5023
Atxn7,4442,4496,2865,2871,4344,3582,3381,4008,4849,3630
Thoc7,2864,3533,2594,2350,3571,2365,3128,2969,3471,2387
Gm11100,13,15,10,23,22,5,12,16,13,15
Sntn,0,0,0,0,0,0,0,0,0,0
Synpr,0,10,2,0,0,0,2,0,0,26
Gm5087,2,0,0,4,0,0,4,0,0,0
Cadps,146,240,179,214,238,173,170,158,388,194
Fezf2,2,0,0,0,0,0,0,0,0,0
3830406C13Rik,3042,3162,2411,2026,3405,2107,2517,2851,3496,2369
Ptprg,4182,4439,2850,3689,4814,4272,3375,3645,4928,3932
Mir5124b,0,0,0,0,0,0,0,0,0,0
Fhit,263,395,282,304,574,255,272,306,220,278
Fhitos,0,0,0,0,0,0,0,0,0,0
Mnd1-ps,2,0,0,4,36,16,2,4,0,0
Gm41096,0,0,0,0,0,0,0,0,0,0
4930455B14Rik,0,0,0,0,0,0,0,0,0,0
Cfap20dc,55,64,27,84,98,54,78,82,42,28
Oit1,70106,69134,61535,45535,75945,43059,71848,79283,86343,62487
2610318M16Rik,170,54,37,32,96,40,60,65,52,29
Fam107a,28,88,103,56,88,58,96,89,206,358
Acox2,264,405,208,398,1012,467,330,265,100,216
Kctd6,847,1121,791,832,1311,947,859,879,985,952
Pdhb,9114,10105,7837,6105,11197,6792,8224,8886,9029,8052
Pxk,10621,10766,7871,6873,9992,6722,7310,8672,9544,8292
Htd2,0,0,0,0,0,0,0,0,0,0
Rpp14,0,0,0,0,0,0,0,0,0,0
Abhd6,3958,6996,5052,4162,4774,4391,5167,4452,4854,3913
Gm30244,6,12,14,4,0,2,2,4,20,6
Dnase1l3,406,418,304,234,375,196,226,703,622,666
Gm45521,0,3,0,4,0,0,0,3,0,4
Flnb,69055,62011,35923,36169,50101,46225,35514,38175,41486,33655
Gm3558,6,2,6,6,0,2,0,4,0,2
Gm3752,0,0,0,0,0,0,0,4,0,0
4933406F09Rik,0,0,0,0,0,0,0,0,0,0
Gm3629,0,0,0,0,0,0,0,0,0,0
4930521O11Rik,0,0,0,0,0,0,0,0,0,0
Gm5797,0,0,0,0,0,4,0,0,0,0
Gm3739,6,16,0,2,0,4,1,0,8,29
Gm16525,10,7,0,9,0,0,10,1,0,13
Gm3696,10,14,0,9,14,4,16,6,24,25
Gm10406,16,10,0,2,0,7,4,8,8,14
Gm3667,3,2,2,0,0,0,0,0,0,10
Gm3636,122,51,103,54,15,72,116,119,192,107
Gm33933,0,2,0,0,0,0,0,2,0,0
Gm3411,50,46,22,24,48,40,49,41,12,73
Gm3383,2,8,0,0,0,0,0,0,12,0
Gm3500,0,0,0,4,0,0,0,8,0,2
Gm3317,0,0,0,0,0,0,0,0,0,0
Gm3488,0,0,0,0,0,0,0,0,0,0
4930555G01Rik,0,0,0,0,0,0,0,0,0,0
Gm3264,0,0,0,4,0,10,0,0,12,4
Gm3173,0,0,0,0,0,1,0,1,0,0
2610042L04Rik,0,0,0,2,0,6,0,0,0,4
Gm5796,0,0,2,12,0,2,2,11,0,22
D830030K20Rik,0,2,0,4,0,6,4,1,0,10
Gm3002,4,0,0,6,0,4,0,0,18,4
Gm5795,0,0,0,0,0,0,0,0,0,0
1700110I01Rik,0,0,0,2,0,0,0,0,0,0
Gm10408,0,0,0,0,0,0,0,0,0,0
Gm10409,0,0,0,0,0,0,0,0,0,0
Gm3020,0,0,0,0,0,0,0,0,0,0
Gm3012,0,0,0,0,0,0,0,0,0,0
Gm10413,0,0,0,0,0,0,0,0,0,0
Gm3005,8,0,0,2,18,4,0,0,0,2
Gm2956,0,4,0,0,0,0,0,0,22,0
Gm2897,24,11,2,21,0,8,11,17,20,8
Gm2237,100,139,109,81,44,77,85,65,169,110
Gm5458,0,0,0,0,0,0,0,0,0,0
Nid2,1920,2137,1234,2280,2867,1907,1193,1674,3015,2295
Rtraf,7952,9312,6498,6138,12355,6016,7604,8071,9719,7195
D14Ertd670e,0,0,0,0,0,0,0,2,0,0
Gng2,872,798,744,725,1008,668,572,1079,1538,1487
Saysd1,735,910,666,673,1380,557,766,957,1614,930
Kcnk5,4901,7442,5513,4507,9088,4886,4423,5186,6232,4963
Kcnk16,36,64,14,18,108,37,28,36,98,40
Nudt13,1703,1839,1251,1188,1527,1309,1495,1364,1556,1671
Ecd,3890,4283,3053,2849,4434,3050,3151,3464,4227,2839
Fam149b,2507,3124,1999,1950,2928,2040,2471,2503,2944,2402
Dnajc9,2187,2501,1458,1498,2188,1803,1899,1929,2316,1911
Mrps16,1560,2246,1609,1526,2460,1464,1996,1983,2404,1767
Cfap70,11,12,7,4,28,6,6,5,60,5
Anxa7,15363,18065,12078,14468,26595,14615,13077,15255,16283,13647
Mss51,164,229,173,166,194,124,172,191,176,269
Ppp3cb,5639,6214,4522,4189,7450,4388,4726,5274,6574,5390
1810062O18Rik,5,5,1,6,0,8,13,22,12,11
Usp54,1068,1325,876,930,1504,890,979,1035,1887,1183
Myoz1,12,1,2,6,54,0,0,15,22,0
Synpo2l,4,22,14,12,12,30,10,14,14,10
Sec24c,23726,24543,18670,16237,22615,17227,18985,19274,22118,18280
Mir6946,2,5,2,3,19,2,1,1,0,5
Fut11,1266,1600,1204,1207,1754,1152,1271,1624,2322,1709
6230400D17Rik,78,96,89,74,240,47,42,84,26,99
Chchd1,1213,1550,1274,1035,1796,1149,1558,1512,1683,1412
Zswim8,9519,10384,7995,8375,9638,8133,7888,9022,11046,9193
Ndst2,3417,3372,2741,2650,3846,2855,2732,2924,3775,3007
Camk2g,1843,1981,1802,1601,3089,1684,1667,1996,2826,2705
Gm30108,0,2,0,0,0,0,0,0,68,2
Plau,3365,3848,2042,5409,4161,4109,1771,2721,4250,2984
Vcl,14895,16332,11012,11391,13495,12002,10689,12012,18318,13873
Ap3m1,10944,11317,7586,6725,9945,7283,8807,7711,8785,7481
Adk,9868,13137,10127,7939,13096,8395,9254,8605,10672,8069
Kat6b,3001,3304,2050,2026,2893,2422,2457,2683,3137,2451
Dupd1,0,2,0,0,0,0,0,0,0,0
Dusp13,20,27,14,10,12,14,21,18,48,11
Samd8,3807,4025,2699,2497,4181,2755,2678,2769,3489,2507
Vdac2,37671,42120,30986,28358,51299,28783,31549,33657,37728,28568
Comtd1,263,326,266,276,603,299,307,397,408,301
A430057M04Rik,60,81,73,73,62,105,76,69,144,78
Zfp503,455,958,865,1030,1732,921,970,788,1614,1457
Lrmda,54,42,48,85,24,61,38,75,142,92
4930405A10Rik,0,0,0,0,0,0,0,0,0,2
Gm10248,0,0,0,2,0,0,0,0,0,1
Kcnma1,1825,2042,1649,1551,2325,1698,2148,2137,3828,2567
4930519K11Rik,6,5,2,2,0,9,5,8,0,9
Mir7210,0,0,0,0,0,0,0,0,0,0
Dlg5,5126,5224,3392,3076,3912,4149,4211,4019,3870,3181
E330034G19Rik,0,4,0,0,0,0,0,0,0,0
Polr3a,2892,2457,1645,1826,2836,2004,2093,2274,2345,1938
Rps24,34062,39961,31964,29337,58062,28641,38229,40058,44265,38644
Gm32123,0,0,0,6,0,4,0,0,0,0
4930572O13Rik,0,0,0,0,0,0,0,0,0,0
Zmiz1,18475,20935,13102,12827,14342,14635,11903,12313,15971,11499
Mir3075,0,0,0,0,0,0,4,1,0,0
4931406H21Rik,32,20,10,34,0,12,31,44,0,26
Gm45915,6,10,10,6,42,24,2,2,0,22
Ppif,10051,10018,8150,6923,12479,7123,8777,8627,10248,7915
Ppifos,676,713,628,564,648,606,505,519,596,483
Zcchc24,1736,2242,1725,2677,4216,2258,1036,2262,5253,4478
Anxa11,11964,13490,9531,8325,13801,9014,9659,9242,9410,7852
Gm2274,0,0,0,0,0,1,0,1,0,0
Gm2260,0,0,0,0,0,0,0,0,0,0
Plac9b,0,0,0,0,0,0,0,0,0,0
Gm9780,0,0,0,0,0,0,0,0,0,0
Plac9a,0,0,0,0,0,0,0,0,0,0
Tmem254a,270,476,313,240,344,230,247,325,389,275
Tmem254b,0,0,0,0,0,0,0,0,0,0
Tmem254c,0,0,0,0,0,0,0,0,0,0
Cphx2,0,0,0,0,0,0,0,0,0,0
Cphx3,0,0,0,0,0,0,0,0,0,0
Cphx1,0,0,0,0,0,0,0,0,0,0
Duxbl2,0,0,0,0,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0,0,0,0,0
Duxbl1,0,0,0,0,0,0,0,0,0,0
4933413J09Rik,38,76,44,28,162,22,34,57,24,88
Slmap,12716,13272,8941,8890,12693,9979,10021,10644,13570,10272
Dennd6a,4620,5149,3374,3598,6420,3526,3709,3871,4730,3701
Arf4,32855,34420,25917,22420,38641,22628,28371,28866,34031,26938
Pde12,3410,4071,2833,2357,3594,2812,2827,2849,2868,2488
Mir7672,0,0,0,0,0,0,0,0,0,0
Dnah12,20,14,29,22,0,12,4,6,14,8
Asb14,96,148,70,95,195,90,69,66,0,52
Appl1,10288,10594,7304,6982,11524,8277,8129,7981,9271,7853
Hesx1,94,62,16,42,78,46,28,44,130,41
Il17rd,718,776,579,434,657,499,411,656,696,643
Arhgef3,3704,4370,3146,3010,3745,3432,2784,3235,4269,3728
Tasor,3963,4804,2870,3398,4524,3722,4038,4069,5607,4462
Ccdc66,980,1159,844,768,744,824,870,817,806,989
Erc2,4,22,2,12,0,6,6,24,30,30
Wnt5a,2399,2478,1712,2940,3856,2648,1389,2203,3079,2329
Gm35164,0,0,0,0,0,4,0,0,0,0
Cacna2d3,19,36,37,36,0,13,14,42,86,48
Lrtm1,0,12,2,2,0,0,0,0,0,0
Selenok,4591,5300,4210,3950,6555,3612,4509,5580,6855,5587
Actr8,2703,2496,1938,1824,3088,1804,1949,2184,2384,2039
Mir6947,0,0,0,0,0,0,0,0,0,0
Il17rb,273,334,185,248,254,239,197,206,280,223
Chdh,11237,11295,6937,6046,9115,6596,8481,9197,7739,6164
Cacna1d,460,448,319,796,636,587,315,431,1170,720
4831407H17Rik,0,0,0,4,0,4,0,0,0,0
Dcp1a,3563,3364,2511,2519,3342,2738,2882,3004,2888,2537
Tkt,42213,45619,34923,29212,45815,31487,39903,38887,37668,31622
Mir3076,1,0,1,2,0,1,0,7,0,0
Prkcd,23131,25931,18999,14605,24762,15014,15828,17673,20687,17045
Rft1,1669,1698,1261,1191,1768,1327,1413,1542,1661,1397
Sfmbt1,1396,1742,1020,1326,1714,1397,1249,1315,1846,1398
Stimate,2184,2169,1511,1421,2244,1508,1591,1974,2373,1748
Mustn1,654,791,746,1082,1702,887,532,1128,3052,3073
Itih4,4,8,15,15,134,0,8,92,476,21
Itih3,40,68,49,175,412,154,49,126,144,284
Itih1,2,0,0,2,0,10,0,0,0,0
Nek4,1405,1523,908,1051,1413,1051,1161,1250,1444,1111
Spcs1,6420,7310,5193,4588,8503,4410,5987,6224,7199,5855
Glt8d1,1474,1583,1233,1180,2045,1087,1527,1489,1984,2002
Gnl3,3448,3715,2840,3473,6458,3907,3352,3271,3879,3213
Snord69,19,47,34,58,27,48,47,30,89,66
Snord19,31,37,8,25,11,16,18,22,14,43
Pbrm1,7823,7772,4354,4829,8332,5831,5878,6672,8170,5511
Smim4,238,358,295,327,429,293,376,333,480,319
Nt5dc2,430,593,433,566,508,584,410,465,631,408
Stab1,3327,3323,2524,3562,2906,3796,2001,4862,7700,4876
Gm52148,0,0,0,0,0,0,0,0,0,0
Nisch,26453,27181,21364,19603,26462,20634,22861,25314,29420,24996
Tnnc1,32,28,14,20,0,24,30,26,50,6
Sema3g,400,396,372,747,1106,510,288,576,1401,1448
Phf7,727,854,581,633,1145,602,661,646,706,768
Bap1,5772,5658,4622,3728,5953,4188,4663,5198,6049,4521
Dnah1,33,31,26,32,0,58,26,30,76,64
Capn7,7872,7428,5638,5026,8005,5371,5761,5840,6443,5433
Sh3bp5,980,1199,947,1158,1987,1245,925,1501,2536,2170
Mettl6,1361,1761,1227,1285,2321,1361,1438,1524,1998,1561
Eaf1,6025,6445,3990,4611,6716,5280,4662,5031,6199,4704
Colq,91,144,104,74,22,68,56,254,338,371
Hacl1,467,659,355,412,1038,416,463,536,615,486
Btd,1264,1361,1011,1174,2050,1057,1059,1327,1702,1559
Ankrd28,4870,5056,3001,3297,4807,4227,3754,3586,4183,2930
Galnt15,53,112,113,155,373,188,79,176,206,341
Dph3,3249,3508,2350,2630,4136,2572,3032,3162,2886,2819
Oxnad1,2396,2514,1749,1623,2631,1444,2171,2068,2310,1807
Msmb,0,0,0,0,0,0,0,0,0,0
Ncoa4,5216,6364,4492,4783,6425,4955,4653,4653,5536,4543
Timm23,5225,5524,3943,4082,6118,4270,4897,4880,5910,4110
Parg,3634,4246,2792,2762,3230,2873,3097,3588,3239,3016
Ogdhl,121,207,123,168,171,185,172,168,209,194
1700024G13Rik,1,0,0,0,0,0,0,0,0,0
Chat,24,60,15,49,134,36,29,14,132,70
Slc18a3,6,76,16,88,94,92,44,40,362,247
Ercc6,2445,2563,1754,1912,2092,2109,2239,2276,2345,2176
Prrxl1,4,10,0,0,0,0,2,0,0,0
3425401B19Rik,8,26,2,22,0,20,10,20,22,12
Tmem273,83,90,89,86,120,78,58,131,48,181
Fam170b,2,4,2,0,0,2,0,4,0,10
Vstm4,402,472,300,601,1055,521,230,478,754,720
Wdfy4,1133,1244,692,719,1338,676,621,1611,2692,1962
Lrrc18,8,28,0,14,0,2,17,8,40,26
Arhgap22,219,227,244,247,195,154,147,222,315,296
Mapk8,3261,3275,2064,2485,3640,2664,2457,2380,2947,2266
Ptpn20,0,2,0,0,0,0,0,0,0,8
4930503F20Rik,0,0,0,0,0,0,0,0,0,0
Gdf10,2,28,79,0,20,4,20,252,466,328
Gdf2,0,0,0,0,0,0,0,0,0,0
Rbp3,6,0,0,6,0,0,6,2,0,0
Zfp488,0,0,16,0,0,0,14,0,0,6
Gm30083,0,0,0,0,0,0,5,2,0,2
Gm5460,0,0,0,0,0,0,0,0,0,0
A630023A22Rik,0,9,21,8,0,2,44,14,54,141
Antxrl,0,5,7,0,0,0,1,1,0,12
Anxa8,8271,8774,4133,6514,12090,7108,2515,4451,6802,4711
Npy4r,0,14,60,6,0,0,21,35,91,127
Gprin2,0,0,0,0,0,0,0,0,0,0
Syt15,157,329,307,447,866,467,196,390,823,870
Shld2,352,402,234,325,512,339,296,292,450,366
Glud1,18659,22292,15710,15082,23006,17110,18011,17890,22004,17456
Gm3219,92,121,111,96,214,106,125,155,120,127
Fam25c,0,14,0,0,0,0,0,0,0,0
